,ON US Equity,ON US Equity,ON US Equity
,PX_LAST,CUR_MKT_CAP,PX_VOLUME
2023-08-31,98.46,42488.3408,5804511.0
2023-09-01,99.4,42893.978,3234391.0
2023-09-05,99.31,42855.1404,3137903.0
2023-09-06,99.49,42932.8156,3367797.0
2023-09-07,98.51,42509.9173,4723084.0
2023-09-08,97.92,42255.3152,3600209.0
2023-09-11,97.85,42225.1081,3923927.0
2023-09-12,96.79,41767.6875,3411657.0
2023-09-13,96.83,41784.9486,4060694.0
2023-09-14,96.47,41629.5982,5544914.0
2023-09-15,93.1,40175.3456,9749437.0
2023-09-18,94.6,40822.639,3295436.0
2023-09-19,94.24,40667.2886,3422756.0
2023-09-20,92.84,40063.1481,2899498.0
2023-09-21,90.93,39238.9278,5112286.0
2023-09-22,93.81,40481.7312,5174587.0
2023-09-25,94.46,40762.225,2773344.0
2023-09-26,90.15,38902.3352,6590567.0
2023-09-27,92.05,39722.2402,4679653.0
2023-09-28,94.05,40585.2981,4385004.0
2023-09-29,92.95,40110.6163,4214854.0
2023-10-02,93.37,40291.8584,3943028.0
2023-10-03,89.76,38734.0389,6101300.0
2023-10-04,89.99,38833.2906,7263599.0
2023-10-05,88.17,38047.9079,4075910.0
2023-10-06,90.93,39238.9278,4095928.0
2023-10-09,90.93,39238.9278,2225023.0
2023-10-10,93.32,40270.282,4313075.0
2023-10-11,95.14,41055.6647,3877213.0
2023-10-12,93.05,40153.7692,5602671.0
2023-10-13,89.14,38466.491,5441341.0
2023-10-16,91.69,39566.8898,4814380.0
2023-10-17,91.69,39566.8898,4730148.0
2023-10-18,89.59,38660.679,5338106.0
2023-10-19,87.01,37547.3343,5609607.0
2023-10-20,84.83,36606.6012,7076962.0
2023-10-23,83.61,36080.1358,5548440.0
2023-10-24,85.09,36718.7987,5267958.0
2023-10-25,81.16,35022.8899,8726749.0
2023-10-26,82.79,35726.2821,8230571.0
2023-10-27,83.52,36041.2982,10637360.0
2023-10-30,65.34,28196.1019,39759830.0
2023-10-31,62.64,26978.8968,22213194.0
2023-11-01,64.84,27926.4315,15562932.0
2023-11-02,66.63,28697.3802,12027243.0
2023-11-03,68.25,29395.1103,11674014.0
2023-11-06,66.23,28525.1012,9262337.0
2023-11-07,66.8,28770.5988,9650055.0
2023-11-08,66.25,28533.7151,8908590.0
2023-11-09,64.35,27715.3897,10547999.0
2023-11-10,67.38,29020.4034,7930479.0
2023-11-13,66.65,28705.9942,7078804.0
2023-11-14,69.96,30131.6032,9083560.0
2023-11-15,71.13,30635.5194,6129993.0
2023-11-16,69.46,29916.2544,6018879.0
2023-11-17,70.03,30161.752,4047333.0
2023-11-20,70.68,30441.7054,4342663.0
2023-11-21,68.39,29455.408,5998712.0
2023-11-22,68.56,29528.6266,4376145.0
2023-11-24,69.28,29838.7288,1718017.0
2023-11-27,68.68,29580.3103,4041563.0
2023-11-28,69.1,29761.2033,4426016.0
2023-11-29,71.62,30846.5612,7747912.0
2023-11-30,71.33,30721.6589,7154855.0
2023-12-01,74.18,31949.147,6068132.0
2023-12-04,73.1,31483.9936,5499775.0
2023-12-05,72.28,31130.8216,3368387.0
2023-12-06,73.44,31630.4308,5200967.0
2023-12-07,75.84,32664.105,6248227.0
2023-12-08,76.14,32793.3143,4584062.0
2023-12-11,79.4,34197.3884,7903478.0
2023-12-12,78.39,33762.3838,6312985.0
2023-12-13,81.06,34912.3464,5768535.0
2023-12-14,86.21,37130.439,11343593.0
2023-12-15,85.65,36889.2483,16805547.0
2023-12-18,83.76,36075.2299,6349578.0
2023-12-19,84.74,36497.3135,4392196.0
2023-12-20,81.17,34959.7231,6142870.0
2023-12-21,83.65,36027.8532,4493914.0
2023-12-22,84.01,36182.9043,2432325.0
2023-12-26,85.47,36811.7228,3223567.0
2023-12-27,85.05,36630.8298,3440745.0
2023-12-28,84.98,36600.6809,3063787.0
2023-12-29,83.53,35976.1694,4193773.0
